year,week,Code,Name,Occupancy rate,G&A beds occ'd,G&A Beds Open,G&A beds unavailable to non-covid admissions “void”,CC Adult Open,CC Adult Occ,Critical care beds occupancy rate,No. beds occupied by long-stay patients (> 7 days),No. beds occupied by long-stay patients (> 21 days),No. beds occupied by flu patients (G&A),No. beds occupied by flu patients (Critical Care),Closures,Diverts,Delays30,Delays60,No. unoccupied beds closed due to norovirus etc.
2019-20,1,RAS,The Hillingdon Hospitals NHS Foundation Trust,0.9603448275862069,397.85714285714283,414.2857142857143,NA,9,7.714285714285714,0.8571428571428572,196.85714285714286,73.85714285714286,NA,NA,0,0,9,0.42857142857142855,0
2019-20,1,RAX,Kingston Hospital NHS Foundation Trust,0.9782118707738543,372,380.2857142857143,NA,14,10,0.7142857142857143,176.42857142857142,62,NA,NA,0,0,2.2857142857142856,0,6.285714285714286
2019-20,1,RBA,Taunton and Somerset NHS Foundation Trust,0.9493098524512137,569.8571428571429,600.2857142857143,NA,13.428571428571429,9.571428571428571,0.7127659574468085,265.57142857142856,78,NA,NA,0,0,3.2857142857142856,0.8571428571428571,0.42857142857142855
2019-20,1,RBD,Dorset County Hospital NHS Foundation Trust,0.9529250457038391,297.85714285714283,312.57142857142856,NA,8.428571428571429,8.142857142857142,0.9661016949152541,140.14285714285714,45,NA,NA,0,0,1,0.14285714285714285,0
2019-20,1,RBK,Walsall Healthcare NHS Trust,0.9957107843137255,464.2857142857143,466.2857142857143,NA,13,10.714285714285714,0.8241758241758241,276.14285714285717,112.28571428571429,NA,NA,0,0,8.142857142857142,0.5714285714285714,0.8571428571428571
2019-20,1,RBL,Wirral University Teaching Hospital NHS Foundation Trust,0.982348829080741,803,817.4285714285714,NA,18,15.857142857142858,0.8809523809523809,397,199.85714285714286,NA,NA,0,0,9.142857142857142,7.571428571428571,1.8571428571428572
2019-20,1,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,0.9818144244678652,678.7142857142857,691.2857142857143,NA,13,12.714285714285714,0.978021978021978,357,136.42857142857142,NA,NA,0,0,21.428571428571427,14.857142857142858,0
2019-20,1,RBS,Alder Hey Children's NHS Foundation Trust,0.5800430725053841,115.42857142857143,199,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0
2019-20,1,RBT,Mid Cheshire Hospitals NHS Foundation Trust,0.9577991452991453,512.2857142857143,534.8571428571429,NA,11,9.285714285714286,0.8441558441558442,233.14285714285714,109,NA,NA,0,0,5,1,0
2019-20,1,RBZ,Northern Devon Healthcare NHS Trust,0.8581445523193096,227.28571428571428,264.85714285714283,NA,8,5.285714285714286,0.6607142857142857,95.57142857142857,19.285714285714285,NA,NA,0,0,1.7142857142857142,0.42857142857142855,1.7142857142857142
2019-20,1,RC1,Bedford Hospital NHS Trust,0.9848110208406923,398.2857142857143,404.42857142857144,NA,11,6.857142857142857,0.6233766233766234,203.42857142857142,56.285714285714285,NA,NA,0,0,8.428571428571429,2.857142857142857,0
2019-20,1,RC9,Luton and Dunstable University Hospital NHS Foundation Trust,0.9546033092914722,642.8571428571429,673.4285714285714,NA,18,14.142857142857142,0.7857142857142857,271.57142857142856,91.14285714285714,NA,NA,0,0,12.428571428571429,4.428571428571429,0
2019-20,1,RCB,York Teaching Hospital NHS Foundation Trust,0.9230030414599006,823.7142857142857,892.4285714285714,NA,19,16.571428571428573,0.8721804511278196,399.7142857142857,141,NA,NA,0,0,21.285714285714285,27,0
2019-20,1,RCD,Harrogate and District NHS Foundation Trust,0.9112595419847327,272.85714285714283,299.42857142857144,NA,8,6.142857142857143,0.7678571428571429,133.14285714285714,34.857142857142854,NA,NA,0,0,0.5714285714285714,0.14285714285714285,0.14285714285714285
2019-20,1,RCF,Airedale NHS Foundation Trust,0.9893322797313315,357.7142857142857,361.57142857142856,NA,7,5.714285714285714,0.8163265306122449,191.14285714285714,72.28571428571429,NA,NA,0,0,3,0.2857142857142857,0
2019-20,1,RCU,Sheffield Children's NHS Foundation Trust,0.6068965517241379,88,145,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0
2019-20,1,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.939743167599605,407.7142857142857,433.85714285714283,NA,13,9.285714285714286,0.7142857142857143,167.57142857142858,55.57142857142857,NA,NA,0,0,7.857142857142857,6.857142857142857,2.5714285714285716
2019-20,1,RD1,Royal United Hospitals Bath NHS Foundation Trust,0.9577431539187914,579.5714285714286,605.1428571428571,NA,13,10.714285714285714,0.8241758241758241,262.85714285714283,103,NA,NA,0,0,7,4.428571428571429,4.428571428571429
2019-20,1,RD3,Poole Hospital NHS Foundation Trust,0.9466703509256701,489.42857142857144,517,NA,11.428571428571429,8.142857142857142,0.7124999999999999,245.57142857142858,85.28571428571429,NA,NA,0,0.2857142857142857,3.7142857142857144,0.7142857142857143,0
2019-20,1,RD8,Milton Keynes University Hospital NHS Foundation Trust,0.9564213564213565,473.42857142857144,495,NA,9,7.142857142857143,0.7936507936507937,222.14285714285714,78,NA,NA,0,0,14.714285714285714,5.571428571428571,0
2019-20,1,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust,0.9572736520854527,672.1428571428571,702.1428571428571,NA,34,23.428571428571427,0.6890756302521008,299.57142857142856,89.57142857142857,NA,NA,0,0,3.857142857142857,1.7142857142857142,6.571428571428571
2019-20,1,RDE,East Suffolk and North Essex NHS Foundation Trust,0.9544200551757227,1136.7142857142858,1191,NA,24.142857142857142,20.285714285714285,0.8402366863905325,435,129.14285714285714,NA,NA,0,0,22.571428571428573,14,0.42857142857142855
2019-20,1,RDU,Frimley Health NHS Foundation Trust,0.9524247064828996,1332.7142857142858,1399.2857142857142,NA,24,23.142857142857142,0.9642857142857143,680.7142857142857,253.57142857142858,NA,NA,0,0,2.7142857142857144,0.7142857142857143,0
2019-20,1,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,0.8743315508021392,513.8571428571429,587.7142857142857,NA,12,9.428571428571429,0.7857142857142857,247.42857142857142,83.85714285714286,NA,NA,0,0,9.428571428571429,1.8571428571428572,0
2019-20,1,REF,Royal Cornwall Hospitals NHS Trust,0.8831889851210303,568.1428571428571,643.2857142857143,NA,15,11.857142857142858,0.7904761904761906,266.14285714285717,81.57142857142857,NA,NA,0,0,6.142857142857143,1,3.142857142857143
2019-20,1,REM,Liverpool University Hospitals NHS Foundation Trust,0.9282195636875439,1507.4285714285713,1624,NA,59,52.857142857142854,0.8958837772397094,809,358.7142857142857,NA,NA,0,0,23.714285714285715,10.857142857142858,4.714285714285714
2019-20,1,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9870410367170627,914,926,NA,52,45.285714285714285,0.8708791208791209,444.2857142857143,169.42857142857142,NA,NA,0,0,70.28571428571429,4.142857142857143,0
2019-20,1,RFF,Barnsley Hospital NHS Foundation Trust,0.9773513683548285,443.85714285714283,454.14285714285717,NA,11,9.714285714285714,0.8831168831168831,153.42857142857142,30,NA,NA,0,0,5.142857142857143,0,0
2019-20,1,RFR,The Rotherham NHS Foundation Trust,0.9824442943956786,415.7142857142857,423.14285714285717,NA,14,10.714285714285714,0.7653061224489796,162.71428571428572,52.285714285714285,NA,NA,0,0,9.285714285714286,2.7142857142857144,0
2019-20,1,RFS,Chesterfield Royal Hospital NHS Foundation Trust,0.969578783151326,532.7142857142857,549.4285714285714,NA,15,13.142857142857142,0.8761904761904762,255.57142857142858,82.14285714285714,NA,NA,0,0,6.857142857142857,0.14285714285714285,0
2019-20,1,RGN,North West Anglia NHS Foundation Trust,0.9672443949753537,869,898.4285714285714,NA,22,14,0.6363636363636364,397.85714285714283,140.42857142857142,NA,NA,0,0,35.57142857142857,28.428571428571427,0
2019-20,1,RGP,James Paget University Hospitals NHS Foundation Trust,0.9554118447923757,401,419.7142857142857,NA,12,7.571428571428571,0.6309523809523809,200.42857142857142,68.42857142857143,NA,NA,0,0,2.5714285714285716,3.142857142857143,0
2019-20,1,RGR,West Suffolk NHS Foundation Trust,0.9783124364622163,412.42857142857144,421.57142857142856,NA,9,8.428571428571429,0.9365079365079365,173,47.857142857142854,NA,NA,0,0,12.571428571428571,7,3.142857142857143
2019-20,1,RGT,Cambridge University Hospitals NHS Foundation Trust,0.9264749046081597,901.8571428571429,973.4285714285714,NA,66.85714285714286,54.714285714285715,0.8183760683760684,444.85714285714283,187.14285714285714,NA,NA,0,0,13.285714285714286,7,0
2019-20,1,RH8,Royal Devon and Exeter NHS Foundation Trust,0.9342622365130404,747.1428571428571,799.7142857142857,NA,25,20.714285714285715,0.8285714285714286,335.7142857142857,100.71428571428571,NA,NA,0,0,1.7142857142857142,0,0
2019-20,1,RHM,University Hospital Southampton NHS Foundation Trust,0.9571108754565807,1160.4285714285713,1212.4285714285713,NA,63,51.42857142857143,0.8163265306122449,567.7142857142857,211.71428571428572,NA,NA,0,0,1.8571428571428572,0.14285714285714285,2.142857142857143
2019-20,1,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,0.9551670951156813,1327,1389.2857142857142,NA,115.14285714285714,81.85714285714286,0.7109181141439207,687.8571428571429,233.42857142857142,NA,NA,0,0,8.857142857142858,3.2857142857142856,0.8571428571428571
2019-20,1,RHU,Portsmouth Hospitals NHS Trust,0.9769368871702804,1010.5714285714286,1034.4285714285713,NA,17.428571428571427,17.428571428571427,1,445.42857142857144,183.57142857142858,NA,NA,0,0,16.428571428571427,25,0
2019-20,1,RHW,Royal Berkshire NHS Foundation Trust,0.961430119176598,633.8571428571429,659.2857142857143,NA,17,16.714285714285715,0.9831932773109244,302.7142857142857,108.85714285714286,NA,NA,0,0,8.285714285714286,4,0
2019-20,1,RJ1,Guy's and St Thomas' NHS Foundation Trust,0.8079606723755154,727.8571428571429,900.8571428571429,NA,85,69.14285714285714,0.8134453781512605,329.57142857142856,141,NA,NA,0,0,2.2857142857142856,0,0
2019-20,1,RJ2,Lewisham and Greenwich NHS Trust,0.9890795631825273,905.7142857142857,915.7142857142857,NA,33.142857142857146,30.428571428571427,0.918103448275862,504.2857142857143,220.57142857142858,NA,NA,0,0,10.285714285714286,7.428571428571429,0
2019-20,1,RJ6,Croydon Health Services NHS Trust,0.9912881144990666,455.14285714285717,459.14285714285717,NA,14,12.857142857142858,0.9183673469387755,224.42857142857142,89.42857142857143,NA,NA,0,0,16,8.285714285714286,0
2019-20,1,RJ7,St George's University Hospitals NHS Foundation Trust,0.981605049594229,777.5714285714286,792.1428571428571,NA,56.142857142857146,50,0.8905852417302799,317.85714285714283,129.14285714285714,NA,NA,0,0,7.285714285714286,1.8571428571428572,0.7142857142857143
2019-20,1,RJC,South Warwickshire NHS Foundation Trust,0.9659803043867502,462.42857142857144,478.7142857142857,NA,7,4.714285714285714,0.673469387755102,236.71428571428572,112.42857142857143,NA,NA,0,0,8,0.2857142857142857,0
2019-20,1,RJE,University Hospitals of North Midlands NHS Trust,0.9632170195844517,1384.142857142857,1437,NA,82,68.71428571428571,0.8379790940766549,660.8571428571429,214.71428571428572,NA,NA,0,0,39.857142857142854,12.285714285714286,0.8571428571428571
2019-20,1,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,0.9474235441977377,646.1428571428571,682,NA,14.142857142857142,12.857142857142858,0.9090909090909092,320.57142857142856,77.42857142857143,NA,NA,0,0,25.142857142857142,23.714285714285715,0
2019-20,1,RJN,East Cheshire NHS Trust,0.9748186086214254,326.2857142857143,334.7142857142857,NA,6.285714285714286,4.285714285714286,0.6818181818181818,158.28571428571428,68.85714285714286,NA,NA,0,0,1.4285714285714286,0.2857142857142857,0
2019-20,1,RJR,Countess of Chester Hospital NHS Foundation Trust,0.9719169719169719,454.85714285714283,468,NA,15,12.428571428571429,0.8285714285714286,282.7142857142857,108,NA,NA,0,0,13.714285714285714,4.142857142857143,0
2019-20,1,RJZ,King's College Hospital NHS Foundation Trust,0.9929906542056075,1335.7142857142858,1345.142857142857,NA,96.14285714285714,88.57142857142857,0.9212481426448738,650,260,NA,NA,0,0,27.142857142857142,12,0.2857142857142857
2019-20,1,RK5,Sherwood Forest Hospitals NHS Foundation Trust,0.9180757323172183,550.7142857142857,599.8571428571429,NA,11.571428571428571,11,0.9506172839506173,244.57142857142858,63.57142857142857,NA,NA,0,0,12.714285714285714,0.42857142857142855,0.5714285714285714
2019-20,1,RK9,University Hospitals Plymouth NHS Trust,0.9839527027027027,832.1428571428571,845.7142857142857,NA,42,27.428571428571427,0.6530612244897959,365,97.14285714285714,NA,NA,0,0,2.857142857142857,0,0
2019-20,1,RKB,University Hospitals Coventry and Warwickshire NHS Trust,0.9787044121397602,1096.4285714285713,1120.2857142857142,NA,37,35.857142857142854,0.9691119691119691,599.7142857142857,237,NA,NA,0,0,29.857142857142858,14,0
2019-20,1,RKE,Whittington Health NHS Trust,0.954949614700652,230.14285714285714,241,NA,10.285714285714286,9.571428571428571,0.9305555555555555,104.42857142857143,39,NA,NA,0,0,0,0,0
2019-20,1,RL4,The Royal Wolverhampton NHS Trust,0.9184476940382452,699.8571428571429,762,NA,29,17.285714285714285,0.5960591133004925,419.2857142857143,163.28571428571428,NA,NA,0,0,34.57142857142857,12.428571428571429,0
2019-20,1,RLQ,Wye Valley NHS Trust,0.9692722371967654,256.85714285714283,265,NA,6,4.285714285714286,0.7142857142857143,108.42857142857143,31,NA,NA,0,0,13.857142857142858,4.428571428571429,0
2019-20,1,RLT,George Eliot Hospital NHS Trust,0.9773735581188998,314.7142857142857,322,NA,8,8,1,129.57142857142858,41,NA,NA,0,0,13.714285714285714,2,3.4285714285714284
2019-20,1,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.9566306560200407,872.8571428571429,912.4285714285714,NA,21,13.857142857142858,0.6598639455782314,374.57142857142856,120.71428571428571,NA,NA,0,0,34.857142857142854,18.571428571428573,0.2857142857142857
2019-20,1,RM3,Salford Royal NHS Foundation Trust,0.9000356379187456,721.5714285714286,801.7142857142857,NA,38,35.714285714285715,0.9398496240601504,408.57142857142856,216.28571428571428,NA,NA,0,0,5.714285714285714,0.42857142857142855,0
2019-20,1,RMC,Bolton NHS Foundation Trust,0.9342536265793169,570.4285714285714,610.5714285714286,NA,18,15.571428571428571,0.8650793650793651,269.57142857142856,87.14285714285714,NA,NA,0,0,18.714285714285715,8.142857142857142,0.14285714285714285
2019-20,1,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9689745264532984,423.85714285714283,437.42857142857144,NA,9,7.285714285714286,0.8095238095238095,187.85714285714286,63.285714285714285,NA,NA,0,0,9.714285714285714,2,0
2019-20,1,RN3,Great Western Hospitals NHS Foundation Trust,0.9693176239567992,564.1428571428571,582,NA,12,10.142857142857142,0.8452380952380952,269.57142857142856,83.14285714285714,NA,NA,0,0,4.428571428571429,1.8571428571428572,2.5714285714285716
2019-20,1,RN5,Hampshire Hospitals NHS Foundation Trust,0.906232453677709,691.7142857142857,763.2857142857143,NA,24,19.285714285714285,0.8035714285714285,376.14285714285717,162.14285714285714,NA,NA,0,0,9,1.5714285714285714,1
2019-20,1,RN7,Dartford and Gravesham NHS Trust,0.9170441676104191,462.7142857142857,504.57142857142856,NA,10,9.571428571428571,0.9571428571428571,239.14285714285714,69.28571428571429,NA,NA,0,0,1.4285714285714286,0,0
2019-20,1,RNA,The Dudley Group NHS Foundation Trust,0.9414088215931534,612.8571428571429,651,NA,23.571428571428573,21.142857142857142,0.8969696969696969,267.42857142857144,92.42857142857143,NA,NA,0,0,30.571428571428573,6.571428571428571,0
2019-20,1,RNN,North Cumbria Integrated Care NHS Foundation Trust,0.9387044346412815,577.5714285714286,615.2857142857143,NA,15,12.142857142857142,0.8095238095238095,316.7142857142857,123.57142857142857,NA,NA,0,0,13.714285714285714,2,0
2019-20,1,RNQ,Kettering General Hospital NHS Foundation Trust,0.974448897795591,555.7142857142857,570.2857142857143,NA,12,10.857142857142858,0.9047619047619048,322.7142857142857,132,NA,NA,0,0,29,23.714285714285715,0
2019-20,1,RNS,Northampton General Hospital NHS Trust,0.9973501834488381,699,700.8571428571429,NA,16,13.142857142857142,0.8214285714285714,378,159.14285714285714,NA,NA,0,0,19.285714285714285,7.428571428571429,0
2019-20,1,RNZ,Salisbury NHS Foundation Trust,0.9690048939641109,424.2857142857143,437.85714285714283,NA,10,8.285714285714286,0.8285714285714286,227.71428571428572,87,NA,NA,0,0,2.7142857142857144,1,0
2019-20,1,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,0.9371595330739299,688.1428571428571,734.2857142857143,NA,25,23.428571428571427,0.93714285714285706,291.7142857142857,80.85714285714286,NA,NA,0,0,27.428571428571427,0.42857142857142855,0
2019-20,1,RPA,Medway NHS Foundation Trust,0.9851959361393323,484.85714285714283,492.14285714285717,NA,29,27.428571428571427,0.9458128078817734,315.7142857142857,113.42857142857143,NA,NA,0,0,27.857142857142858,6.285714285714286,0
2019-20,1,RQ3,Birmingham Women's and Children's NHS Foundation Trust,0.727780883174958,186,255.57142857142858,NA,4.285714285714286,3.2857142857142856,0.7666666666666666,24.142857142857142,11.571428571428571,NA,NA,0,0,2.142857142857143,0.2857142857142857,0
2019-20,1,RQ8,Mid Essex Hospital Services NHS Trust,0.9962406015037594,530,532,NA,21.8,14.4,0.6605504587155964,230.57142857142858,69.57142857142857,NA,NA,0,0,12.714285714285714,7.714285714285714,0
2019-20,1,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,0.9866310160427808,685.2857142857143,694.5714285714286,NA,21.142857142857142,16.857142857142858,0.7972972972972974,414.57142857142856,140.85714285714286,NA,NA,0,0,2.7142857142857144,0.14285714285714285,0
2019-20,1,RQW,The Princess Alexandra Hospital NHS Trust,0.9877883310719131,416,421.14285714285717,NA,10,9.142857142857142,0.9142857142857143,189.57142857142858,50.57142857142857,NA,NA,0,0.42857142857142855,10.285714285714286,8.142857142857142,0
2019-20,1,RQX,Homerton University Hospital NHS Foundation Trust,0.8957373271889401,222.14285714285714,248,NA,10.285714285714286,10.285714285714286,1,60.42857142857143,17.857142857142858,NA,NA,0,0,0,0,0
2019-20,1,RR7,Gateshead Health NHS Foundation Trust,0.9689461513049223,419,432.42857142857144,NA,12.428571428571429,11.857142857142858,0.9540229885057472,221,89.14285714285714,NA,NA,0,0.2857142857142857,4.571428571428571,3.2857142857142856,0
2019-20,1,RR8,Leeds Teaching Hospitals NHS Trust,0.9733005733005734,1697.7142857142858,1744.2857142857142,NA,101.42857142857143,86,0.847887323943662,963.4285714285714,451,NA,NA,0,0,1.8571428571428572,0,0.5714285714285714
2019-20,1,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",0.946370176586004,413.42857142857144,436.85714285714283,NA,11,7.571428571428571,0.6883116883116883,179.85714285714286,46.285714285714285,NA,NA,0,0,20.142857142857142,5.571428571428571,0
2019-20,1,RRK,University Hospitals Birmingham NHS Foundation Trust,0.9818283088491264,2014.5714285714287,2051.8571428571427,NA,95.42857142857143,80.57142857142857,0.844311377245509,1069,375.57142857142856,NA,NA,0,0.5714285714285714,59,6.714285714285714,0.42857142857142855
2019-20,1,RRV,University College London Hospitals NHS Foundation Trust,0.7634451280015876,549.5714285714286,719.8571428571429,NA,61,49.285714285714285,0.8079625292740047,299,152.42857142857142,NA,NA,0,0,1.8571428571428572,0,0
2019-20,1,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0.7623012869038607,1150.857142857143,1509.7142857142858,NA,86,58.42857142857143,0.6794019933554818,570.8571428571429,241.57142857142858,NA,NA,0,0,2.857142857142857,0,0
2019-20,1,RTE,Gloucestershire Hospitals NHS Foundation Trust,0.938591210114389,890.8571428571429,949.1428571428571,NA,21.142857142857142,19.714285714285715,0.9324324324324325,411.7142857142857,139.14285714285714,NA,NA,0,0.14285714285714285,8.285714285714286,1.2857142857142858,1
2019-20,1,RTF,Northumbria Healthcare NHS Foundation Trust,0.9175633173315677,791.8571428571429,863,NA,15.285714285714286,13.857142857142858,0.9065420560747663,394.42857142857144,145.42857142857142,NA,NA,0,0.14285714285714285,24.428571428571427,7.285714285714286,0
2019-20,1,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,0.9311043566362716,1312.857142857143,1410,NA,55,43.57142857142857,0.7922077922077921,590.4285714285714,192,NA,NA,0,0,39,7.857142857142857,1.2857142857142858
2019-20,1,RTH,Oxford University Hospitals NHS Foundation Trust,0.9645104049040167,854.1428571428571,885.5714285714286,NA,66,49.285714285714285,0.7467532467532467,395.7142857142857,145,NA,NA,0,0,10.428571428571429,1.2857142857142858,0
2019-20,1,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,0.9893079893079892,475.85714285714283,481,NA,13,12,0.9230769230769231,257.57142857142856,99.85714285714286,NA,NA,0,0,3.2857142857142856,1.2857142857142858,0
2019-20,1,RTP,Surrey and Sussex Healthcare NHS Trust,0.9883192731992212,652.7142857142857,660.4285714285714,NA,16,13.428571428571429,0.8392857142857143,348.42857142857144,125.14285714285714,NA,NA,0,0,8.857142857142858,1.5714285714285714,0
2019-20,1,RTR,South Tees Hospitals NHS Foundation Trust,0.9169204737732656,774.1428571428571,844.2857142857143,NA,61.714285714285715,53.42857142857143,0.8657407407407408,395.2857142857143,155.42857142857142,NA,NA,0,0,5.428571428571429,8.428571428571429,0
2019-20,1,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,0.9504229323308271,577.8571428571429,608,NA,14.285714285714286,13.142857142857142,0.9199999999999999,288.2857142857143,113.42857142857143,NA,NA,0,0,17.428571428571427,4,0
2019-20,1,RVJ,North Bristol NHS Trust,0.9864799613713182,875.5714285714286,887.5714285714286,NA,46,38,0.8260869565217391,464.14285714285717,168.57142857142858,NA,NA,0,0,2.2857142857142856,0.2857142857142857,0
2019-20,1,RVR,Epsom and St Helier University Hospitals NHS Trust,0.8143459915611815,634.1428571428571,778.7142857142857,NA,21,15.857142857142858,0.7551020408163266,276,113.71428571428571,NA,NA,0,0,11.428571428571429,4.714285714285714,1.8571428571428572
2019-20,1,RVV,East Kent Hospitals University NHS Foundation Trust,0.9116897820549109,920.2857142857143,1009.4285714285714,NA,31,22.857142857142858,0.7373271889400922,451.7142857142857,180.42857142857142,NA,NA,0,0,19.857142857142858,1.2857142857142858,0
2019-20,1,RVW,North Tees and Hartlepool NHS Foundation Trust,0.9282580645161291,513.8571428571429,553.5714285714286,NA,16,12.857142857142858,0.8035714285714286,241.28571428571428,68.14285714285714,NA,NA,0,0,0.42857142857142855,0,0
2019-20,1,RVY,Southport and Ormskirk Hospital NHS Trust,0.9675496688741722,417.42857142857144,431.42857142857144,NA,11.428571428571429,9.571428571428571,0.8374999999999999,179.14285714285714,64,NA,NA,0,0,10.142857142857142,2.2857142857142856,0
2019-20,1,RW6,Pennine Acute Hospitals NHS Trust,0.9139072847682119,1005.4285714285714,1100.142857142857,NA,36.42857142857143,32.857142857142854,0.9019607843137254,432.14285714285717,162,NA,NA,0,0,24,10.285714285714286,0
2019-20,1,RWA,Hull University Teaching Hospitals NHS Trust,0.8687602852441031,905,1041.7142857142858,NA,44,31.857142857142858,0.724025974025974,333.85714285714283,104.14285714285714,NA,NA,0,0,33.42857142857143,29.142857142857142,2.2857142857142856
2019-20,1,RWD,United Lincolnshire Hospitals NHS Trust,0.9588556260138623,928.8571428571429,968.7142857142857,NA,32.42857142857143,24.857142857142858,0.7665198237885462,418,124.85714285714286,NA,NA,0,0,28.285714285714285,22.285714285714285,0
2019-20,1,RWE,University Hospitals of Leicester NHS Trust,0.9338730216481718,1466.7142857142858,1570.5714285714287,NA,81,50,0.6172839506172839,588.1428571428571,182.28571428571428,NA,NA,0,0,31.857142857142858,52.714285714285715,2.4285714285714284
2019-20,1,RWF,Maidstone and Tunbridge Wells NHS Trust,0.9087884126052065,663.2857142857143,729.8571428571429,NA,17.285714285714285,13,0.7520661157024794,351,127.14285714285714,NA,NA,0,0,16.428571428571427,1.1428571428571428,0
2019-20,1,RWG,West Hertfordshire Hospitals NHS Trust,0.9239130434782609,643.5714285714286,696.5714285714286,NA,19,13.142857142857142,0.6917293233082706,324.2857142857143,111.57142857142857,NA,NA,0,0,17.285714285714285,9.428571428571429,0
